Src_Player_Id,First_Deposit_Date,First_Deposit_Channel,First_Deposit_Method,First_Deposit_Amount
15907756,NULL,NULL,NULL,NULL
16840949,NULL,NULL,NULL,NULL
17284827,NULL,NULL,NULL,NULL
12444915,NULL,NULL,NULL,NULL
17398894,NULL,NULL,NULL,NULL
17983881,2020-11-21 10:47:36,Online,VISA,100
14570643,NULL,NULL,NULL,NULL
15001698,NULL,NULL,NULL,NULL
17733185,NULL,NULL,NULL,NULL
16544876,2020-08-01 17:48:39,Retail,RetailDeposit,10
16594781,NULL,NULL,NULL,NULL
16429045,2020-07-20 11:09:15,Retail,RetailDeposit,10
17306222,2020-10-02 14:57:32,Retail,RetailDeposit,10
18106392,NULL,NULL,NULL,NULL
15459089,NULL,NULL,NULL,NULL
14856252,NULL,NULL,NULL,NULL
15813472,NULL,NULL,NULL,NULL
17073418,NULL,NULL,NULL,NULL
17903442,2020-11-15 11:44:59,Online,MC,25
